Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
21766_5#288,"Scaffold: Velvet + Improvement",6236101,25,249444.04,1112371,662256,4,513872,5,394242,7,312417,9,157972,11,314,25,328,2644952,2642109,2843,2644952,,399387752,398958459,396959284,151,151,37.2,461.3,80.7
21766_5#289,"Scaffold: Velvet + Improvement",6243547,55,113519.04,1111383,558880,4,417283,6,412004,7,312418,9,239838,11,199,55,217,2682166,2679309,2857,2682166,,405007066,404575659,402765563,151,151,37.2,459.4,78.3
21766_5#290,"Scaffold: Velvet + Improvement",6243268,27,231232.15,1114745,558892,4,419006,6,414609,7,312429,9,241890,11,314,27,0,2973764,2870852,102912,2778516,92336,449038364,433498652,433240462,151,151,37.1,475.0,79.4
21766_5#291,"Scaffold: Velvet + Improvement",6239321,27,231085.96,1741166,580270,3,417317,4,395371,6,312417,7,229692,10,308,27,59,2539568,2536474,3094,2539568,,383474768,383007574,380888481,151,151,37.0,482.7,87.7
21766_5#292,"Scaffold: Velvet + Improvement",6238951,30,207965.03,1111405,659995,4,558917,5,465419,6,394346,8,275425,10,308,30,0,2571574,2568559,3015,2571574,,388307674,387852409,385881318,151,151,37.1,478.6,85.2
21766_5#293,"Scaffold: Velvet + Improvement",6240227,23,271314.22,1532528,558931,4,518903,5,394426,7,273003,9,161377,11,314,23,8,2773460,2770425,3035,2773460,,418792460,418334175,416345711,151,151,37.2,469.1,80.1
21766_5#294,"Scaffold: Velvet + Improvement",6237396,30,207913.20,932077,453948,5,437117,7,395395,8,297564,10,240592,12,308,30,872,1650774,1648810,1964,1650774,,249266874,248970310,247755288,151,151,37.2,468.5,85.0
21766_5#295,"Scaffold: Velvet + Improvement",6238445,29,215118.79,1138878,559003,4,516398,5,419650,7,412004,8,268848,10,314,29,104,1785610,1722105,63505,1665324,56781,269627110,260037855,259881610,151,151,37.0,480.6,77.0
21766_5#296,"Scaffold: Velvet + Improvement",6237414,31,201206.90,900053,409184,6,395387,7,312417,9,228634,11,157935,14,314,31,333,1755620,1753664,1956,1755620,,265098620,264803264,263471430,151,151,37.1,466.2,82.8
21766_5#297,"Scaffold: Velvet + Improvement",6237770,25,249510.80,1672267,768838,3,657964,4,394946,6,330428,7,275415,9,308,25,48,2031432,2029362,2070,2031432,,306746232,306433662,304992234,151,151,37.2,457.4,79.8
21766_5#298,"Scaffold: Velvet + Improvement",6241163,25,249646.52,1534287,559014,4,414340,5,413225,6,312429,8,157988,11,314,25,104,2584766,2582141,2625,2584766,,390299666,389903291,387994919,151,151,37.2,468.5,80.1
21766_5#299,"Scaffold: Velvet + Improvement",6240505,24,260021.04,1671633,838273,3,419895,4,411738,5,274250,7,161369,10,314,24,0,2750882,2747987,2895,2750882,,415383182,414946037,412864520,151,151,37.0,465.7,82.3
21766_5#300,"Scaffold: Velvet + Improvement",6240666,29,215195.38,1671402,808807,3,768836,4,412012,5,312464,7,239939,9,308,29,259,2905518,2902490,3028,2905518,,438733218,438275990,436071490,151,151,37.1,476.5,79.9
21766_5#302,"Scaffold: Velvet + Improvement",6239107,28,222825.25,1112465,580288,4,412012,6,410800,7,312417,9,228551,11,308,28,125,2626554,2554239,72315,2490440,63799,396609654,385690089,385477495,151,151,37.4,452.6,70.7
21766_5#303,"Scaffold: Velvet + Improvement",6235817,23,271122.48,1672436,470836,4,417283,5,312417,7,272728,9,239516,11,314,23,33,2027666,2025395,2271,2027666,,306177566,305834645,304241330,151,151,37.1,469.1,83.5
21766_5#304,"Scaffold: Velvet + Improvement",6236785,30,207892.83,1671071,417317,4,412011,5,394208,7,274246,9,157955,12,314,30,1,2315768,2313426,2342,2315768,,349680968,349327326,347598941,151,151,37.2,465.4,81.2
21766_5#305,"Scaffold: Velvet + Improvement",6241917,26,240073.73,1113916,465281,5,419094,6,395020,8,311182,9,228676,12,314,26,385,2133244,2131014,2230,2133244,,322119844,321783114,320079454,151,151,37.0,480.2,84.8
21766_5#306,"Scaffold: Velvet + Improvement",6235779,26,239837.65,1724800,412011,4,394214,5,312417,7,239318,10,157976,13,365,26,310,2375416,2302539,72877,2237758,64781,358687816,347683389,347485816,151,151,37.3,459.2,80.4
21766_5#307,"Scaffold: Velvet + Improvement",6238015,29,215103.97,1111374,558927,4,417318,6,408704,7,312417,9,241907,11,314,29,114,2313014,2310690,2324,2313014,,349265114,348914190,347136078,151,151,37.1,475.2,83.7
21766_5#308,"Scaffold: Velvet + Improvement",6240130,32,195004.06,898995,470715,5,408972,7,330776,8,275417,10,228644,13,308,32,35,2252700,2250316,2384,2252700,,340157700,339797716,337964123,151,151,37.0,472.7,82.5
21766_5#309,"Scaffold: Velvet + Improvement",6239088,24,259962.00,1115478,489099,5,419043,6,395432,8,274265,10,228621,12,335,24,48,2644634,2641606,3028,2644634,,399339734,398882506,396889176,151,151,37.2,465.3,82.9
21766_5#310,"Scaffold: Velvet + Improvement",6237585,30,207919.50,1671270,417341,4,411747,5,312417,7,272759,9,161361,12,314,30,0,2515374,2437658,77716,2368542,69116,379821474,368086358,367875728,151,151,37.3,461.1,78.9
21766_5#311,"Scaffold: Velvet + Improvement",6238229,28,222793.89,822587,461597,5,395365,7,330428,8,275407,10,176130,13,314,28,7,1961252,1958898,2354,1961252,,296149052,295793598,294233919,151,151,37.1,479.8,80.3
21766_5#312,"Scaffold: Velvet + Improvement",6235884,27,230958.67,1443954,558916,4,411872,6,394998,7,274239,9,159091,12,314,27,569,1817624,1815348,2276,1817624,,274461224,274117548,272625910,151,151,37.0,478.2,81.5
21766_5#313,"Scaffold: Velvet + Improvement",6238275,28,222795.54,1624244,768820,3,558916,4,558872,5,411730,6,312417,8,314,28,377,1869730,1867787,1943,1869730,,282329230,282035837,280658988,151,151,37.1,475.6,82.4
21766_5#314,"Scaffold: Velvet + Improvement",6239241,28,222830.04,930875,414600,5,395008,6,311178,8,297588,10,242310,12,308,28,174,2036210,1970568,65642,1912198,58370,307467710,297555768,297382532,151,151,37.2,464.6,78.8
21766_5#315,"Scaffold: Velvet + Improvement",6235750,27,230953.70,1168532,559996,4,417365,5,411730,6,274246,8,162502,11,314,27,249,2161360,2159256,2104,2161360,,326365360,326047656,324526816,151,151,37.2,463.6,82.6
21766_5#317,"Scaffold: Velvet + Improvement",6237156,30,207905.20,1111273,417286,5,417283,6,312417,8,262443,10,161361,13,314,30,18,2375602,2373255,2347,2375602,,358715902,358361505,356640644,151,151,37.2,471.1,79.0
21766_5#318,"Scaffold: Velvet + Improvement",6236055,28,222716.25,967828,411687,5,395480,6,312417,8,272832,10,161362,13,335,28,67,2442960,2441106,1854,2442960,,368886960,368607006,367125161,151,151,37.5,442.0,77.8
21766_5#319,"Scaffold: Velvet + Improvement",6237141,27,231005.22,1181355,580287,4,558916,5,394657,7,311178,8,229723,11,314,27,198,2111970,2109508,2462,2111970,,318907470,318535708,316888002,151,151,37.1,485.1,82.4
21766_5#320,"Scaffold: Velvet + Improvement",6238567,26,239944.88,1672311,768836,3,727529,4,417283,5,408594,7,311178,8,308,26,146,2080530,2078394,2136,2080530,,314160030,313837494,312144240,151,151,37.1,478.8,84.8
21766_5#321,"Scaffold: Velvet + Improvement",6235956,28,222712.71,1459627,580190,4,355812,5,312417,7,275407,9,228666,12,314,28,0,1931696,1929731,1965,1931696,,291686096,291389381,290018653,151,151,37.2,470.0,82.1
21766_5#323,"Scaffold: Velvet + Improvement",6238571,30,207952.37,1113753,442800,5,417317,6,410905,8,395366,9,242321,11,308,30,0,1895354,1831101,64253,1773796,57305,286198454,276496251,276336527,151,151,37.1,476.4,86.2
21766_5#324,"Scaffold: Velvet + Improvement",6239450,28,222837.50,1877707,580260,3,545776,4,408649,6,312417,8,211541,10,308,28,148,2015996,1951236,64760,1892816,58420,304415396,294636636,294468279,151,151,37.1,472.4,79.5
21766_5#325,"Scaffold: Velvet + Improvement",6243307,26,240127.19,1225857,558928,4,420210,5,413275,6,312531,8,243467,10,314,26,1072,2232318,2229829,2489,2232318,,337080018,336704179,335105887,151,151,37.2,472.6,86.2
21766_5#326,"Scaffold: Velvet + Improvement",6243527,28,222983.11,1425606,609819,3,419032,5,415622,6,312471,8,228717,10,308,28,277,2321464,2318735,2729,2321464,,350541064,350128985,348589039,151,151,37.2,472.0,77.8
21766_5#327,"Scaffold: Velvet + Improvement",6238700,29,215127.59,1529674,768843,3,656390,4,412026,5,395741,6,274246,8,308,29,76,2201824,2199372,2452,2201824,,332475424,332105172,330656423,151,151,37.3,463.1,75.3
21766_5#328,"Scaffold: Velvet + Improvement",6239573,30,207985.77,1456518,461625,4,416343,5,395109,7,312417,8,175050,11,308,30,245,1921526,1919425,2101,1921526,,290150426,289833175,288448990,151,151,37.2,481.5,78.5
21766_5#329,"Scaffold: Velvet + Improvement",6241764,22,283716.55,838308,559998,5,420525,6,413842,7,339038,9,276549,11,312,22,411,2004982,2002568,2414,2004982,,302752282,302387768,300868240,151,151,37.1,481.5,82.1
21766_5#330,"Scaffold: Velvet + Improvement",6239821,30,207994.03,1113833,489340,5,417317,6,352775,8,311178,9,228609,12,308,30,705,2019134,1956085,63049,1900352,55733,304889234,295368835,295199613,151,151,37.2,470.6,74.9
21766_5#331,"Scaffold: Velvet + Improvement",6238742,29,215129.03,1581833,580192,4,475669,5,330428,6,275406,9,162441,11,308,29,56,2107332,2043836,63496,1987816,56020,318207132,308619236,308445734,151,151,37.3,463.8,76.6
21766_5#333,"Scaffold: Velvet + Improvement",6239218,29,215145.45,1459745,492737,4,414114,5,311178,7,275416,9,211546,11,308,29,2,2469082,2466155,2927,2469082,,372831382,372389405,370535357,151,151,37.1,481.7,82.3
21766_5#334,"Scaffold: Velvet + Improvement",6240840,23,271340.87,1725074,730004,3,545784,4,419037,5,412019,6,307375,8,308,23,247,2356582,2353183,3399,2356582,,355843882,355330633,353598633,151,151,37.1,474.4,77.7
21766_5#335,"Scaffold: Velvet + Improvement",6240757,31,201314.74,1111477,580186,4,559995,5,417317,7,411844,8,311271,10,314,31,0,2230208,2150092,80116,2078144,71948,336761408,324663892,324469146,151,151,37.0,475.3,75.4
21766_5#336,"Scaffold: Velvet + Improvement",6236755,27,230990.93,900145,558880,5,412004,6,312417,8,281039,10,239853,12,308,27,261,2279490,2204931,74559,2138900,66031,344202990,332944581,332752041,151,151,37.1,476.3,76.1
21766_5#337,"Scaffold: Velvet + Improvement",6237700,25,249508.00,900340,417317,5,414108,6,394831,8,275406,10,211193,12,308,25,196,2093714,2091242,2472,2093714,,316150814,315777542,314326005,151,151,37.2,465.1,77.8
21766_5#338,"Scaffold: Velvet + Improvement",6243519,25,249740.76,1724941,470538,4,419120,5,413828,6,312501,8,242388,10,314,25,821,2515490,2512276,3214,2515490,,379838990,379353676,377347916,151,151,37.0,482.4,89.1
21766_5#339,"Scaffold: Velvet + Improvement",6239225,30,207974.17,1111373,417318,5,417258,6,395380,8,275412,10,228584,12,314,30,3,2236826,2167174,69652,2105412,61762,337760726,327243274,327058254,151,151,37.2,468.4,76.6
21766_5#340,"Scaffold: Velvet + Improvement",6239172,27,231080.44,1725825,651403,3,470301,5,417317,6,412011,7,228609,10,308,27,1,2141336,2138471,2865,2141336,,323341736,322909121,321253823,151,151,37.1,481.2,86.5
21766_5#341,"Scaffold: Velvet + Improvement",6239115,28,222825.54,1111172,558916,4,422351,6,412017,7,312417,9,242332,11,308,28,15,2460342,2457012,3330,2460342,,371511642,371008812,369018578,151,151,37.1,478.3,86.3
21766_5#342,"Scaffold: Velvet + Improvement",6240192,32,195006.00,1112644,417317,5,414131,6,395392,8,275406,10,229754,12,308,32,332,2525916,2523013,2903,2525916,,381413316,380974963,379268789,151,151,37.2,470.7,75.8
21766_5#343,"Scaffold: Velvet + Improvement",6238700,29,215127.59,900000,558924,5,417317,6,394937,8,312417,9,211193,12,314,29,327,2218656,2215869,2787,2218656,,335017056,334596219,332930355,151,151,37.1,474.1,78.8
21766_5#344,"Scaffold: Velvet + Improvement",6245111,23,271526.57,1460571,651002,4,557125,5,492179,6,412004,7,275427,9,314,23,676,2338130,2335304,2826,2338130,,353057630,352630904,350744722,151,151,37.0,483.5,84.8
21766_5#345,"Scaffold: Velvet + Improvement",6239027,31,201258.94,1581527,580192,3,408664,5,395156,6,311196,8,161409,11,308,31,189,2075608,2073119,2489,2075608,,313416808,313040969,311636151,151,151,37.3,458.2,83.5
21766_5#346,"Scaffold: Velvet + Improvement",6239083,30,207969.43,1111654,580194,4,571922,5,395139,7,312417,9,270464,11,308,30,51,2301686,2298575,3111,2301686,,347554586,347084825,345259203,151,151,37.1,471.4,86.6
21766_5#347,"Scaffold: Velvet + Improvement",6238620,28,222807.86,1672575,582659,3,417318,4,394902,6,275420,8,229805,10,308,28,201,2289112,2285766,3346,2289112,,345655912,345150666,343179569,151,151,36.9,477.2,81.2
21766_5#348,"Scaffold: Velvet + Improvement",6244698,23,271508.61,1329745,609751,4,417396,5,395134,7,311212,8,242726,11,314,23,246,2489182,2486169,3013,2489182,,375866482,375411519,373577364,151,151,37.2,466.3,84.2
21766_5#349,"Scaffold: Velvet + Improvement",6238381,26,239937.73,1116310,559960,4,417282,6,411723,7,307421,9,242345,11,314,26,1,2087340,2084893,2447,2087340,,315188340,314818843,313260771,151,151,37.2,470.0,83.7
21766_5#350,"Scaffold: Velvet + Improvement",6244995,27,231296.11,1672644,768859,3,583004,4,414828,6,394723,7,275424,9,309,27,116,2273924,2270900,3024,2273924,,343362524,342905900,341182268,151,151,37.1,479.7,79.8
21766_5#351,"Scaffold: Velvet + Improvement",6239636,25,249585.44,1112030,546943,4,417317,6,413611,7,312417,9,254894,11,308,25,196,2100710,2034518,66192,1975448,59070,317207210,307212218,307035879,151,151,37.2,470.8,77.2
21766_5#352,"Scaffold: Velvet + Improvement",6237481,27,231017.81,1165811,559960,4,411723,6,408677,7,307421,9,169095,12,314,27,60,2335898,2253714,82184,2180260,73454,352720598,340310814,340107357,151,151,37.0,479.0,81.0
21766_5#353,"Scaffold: Velvet + Improvement",6239286,31,201267.29,1110959,580246,4,417317,6,413460,7,395153,9,312417,10,308,31,15,2290534,2287841,2693,2290534,,345870634,345463991,343856123,151,151,37.2,465.6,77.3
21766_5#355,"Scaffold: Velvet + Improvement",6240055,29,215174.31,1443258,558914,4,477098,5,412025,6,312417,8,269349,10,308,29,371,2346518,2343916,2602,2346518,,354324218,353931316,352098821,151,151,37.0,480.7,81.1
21766_5#356,"Scaffold: Velvet + Improvement",6242099,22,283731.77,1300940,768834,3,420110,5,415054,6,312483,8,242357,10,314,22,479,2419034,2344171,74863,2277014,67157,365274134,353969821,353767394,151,151,37.2,469.6,77.6
21766_5#357,"Scaffold: Velvet + Improvement",6237969,31,201224.81,1994466,560056,3,411954,4,330429,6,275407,8,211541,10,308,31,43,2053092,2050788,2304,2053092,,310016892,309668988,308106177,151,151,37.1,475.3,83.3
21766_5#358,"Scaffold: Velvet + Improvement",6241278,27,231158.44,1112992,558815,5,419125,6,413828,7,312425,9,228674,11,322,27,372,2506184,2503335,2849,2506184,,378433784,378003585,376148797,151,151,37.1,472.0,81.5
21766_5#359,"Scaffold: Velvet + Improvement",6238660,29,215126.21,900279,491139,5,412103,7,394983,8,276546,10,210887,13,308,29,21,2260176,2257779,2397,2260176,,341286576,340924629,339209087,151,151,37.0,471.3,82.9
21766_5#360,"Scaffold: Velvet + Improvement",6241085,21,297194.52,1110861,559021,4,527699,5,395370,7,312431,8,242745,11,322,21,947,2190038,2121088,68950,2059554,61534,330695738,320284288,320101867,151,151,37.2,462.2,81.4
21766_5#362,"Scaffold: Velvet + Improvement",6239731,29,215163.14,1165838,417317,5,416383,6,394744,8,312508,9,228980,12,308,29,50,2079098,2016670,62428,1960980,55690,313943798,304517170,304346309,151,151,37.3,453.7,81.0
21766_5#363,"Scaffold: Velvet + Improvement",6238340,25,249533.60,1164584,558916,4,414078,6,412010,7,312417,9,243462,11,308,25,20,2016254,2014059,2195,2016254,,304454354,304122909,302794078,151,151,37.3,456.5,83.1
21766_5#364,"Scaffold: Velvet + Improvement",6239354,29,215150.14,1672342,488845,4,417319,5,395134,7,311121,8,228889,11,314,29,1,2240144,2237695,2449,2240144,,338261744,337891945,336348696,151,151,37.3,463.0,83.9
21766_5#365,"Scaffold: Velvet + Improvement",6240383,31,201302.68,1534850,580247,4,558915,5,412929,6,395534,7,275406,9,308,31,66,2207232,2204167,3065,2207232,,333292032,332829217,331037487,151,151,37.0,488.0,80.8
21766_5#366,"Scaffold: Velvet + Improvement",6238856,30,207961.87,1111173,559996,4,401012,6,342303,7,275407,9,161361,12,314,30,22,2148624,2146136,2488,2148624,,324442224,324066536,322536539,151,151,37.0,466.5,75.5
21766_5#367,"Scaffold: Velvet + Improvement",6242934,25,249717.36,901183,505068,5,475415,6,412011,8,408588,9,212086,12,308,25,158,2135694,2132950,2744,2135694,,322489794,322075450,320503516,151,151,37.1,474.7,82.3
21766_5#368,"Scaffold: Velvet + Improvement",6237978,32,194936.81,1231141,558880,4,411464,6,312417,7,274240,9,169262,12,305,32,61,1916370,1913900,2470,1916370,,289371870,288998900,287485348,151,151,37.0,483.7,84.4
21766_5#369,"Scaffold: Velvet + Improvement",6238602,29,215124.21,1165664,419519,5,417317,6,395387,8,312418,9,228795,12,308,29,1,1889276,1823715,65561,1764752,58963,285280676,275380965,275215719,151,151,37.0,480.4,78.8
21766_5#370,"Scaffold: Velvet + Improvement",6239833,32,194994.78,1116211,580192,4,412079,6,408679,7,312447,9,242480,11,308,32,201,1997930,1995639,2291,1997930,,301687430,301341489,299818114,151,151,37.1,483.4,81.7
21766_5#371,"Scaffold: Velvet + Improvement",6243935,28,222997.68,1201175,660048,4,560000,5,413570,6,330716,8,275424,10,314,28,286,2263946,2261491,2455,2263946,,341855846,341485141,339901540,151,151,37.2,478.6,82.3
21766_5#372,"Scaffold: Velvet + Improvement",6238013,27,231037.52,900009,488833,5,394999,7,331509,8,276546,10,211193,13,308,27,383,1944798,1942240,2558,1944798,,293664498,293278240,291486314,151,151,36.8,483.6,92.9
21766_5#373,"Scaffold: Velvet + Improvement",6236670,34,183431.47,1231243,558916,4,400319,6,272759,8,228583,10,143016,14,314,34,2,1915820,1913617,2203,1915820,,289288820,288956167,287406393,151,151,37.0,482.9,84.3
21766_5#374,"Scaffold: Velvet + Improvement",6239148,30,207971.60,1265384,580193,4,500711,5,394996,7,275407,9,228762,11,308,30,1,2240842,2238665,2177,2240842,,338367142,338038415,336675429,151,151,37.3,455.6,79.5
21766_5#375,"Scaffold: Velvet + Improvement",6237299,27,231011.07,1181395,580246,4,558020,6,412011,7,395075,8,275420,10,308,27,0,2010244,2007974,2270,2010244,,303546844,303204074,301975194,151,151,37.3,456.0,79.8
21766_5#376,"Scaffold: Velvet + Improvement",6236011,26,239846.58,1197573,656798,4,559996,5,411730,6,394997,7,312417,9,308,26,126,1967446,1964220,3226,1967446,,297084346,296597220,294762597,151,151,36.9,495.9,94.0
21766_5#377,"Scaffold: Velvet + Improvement",6237386,24,259891.08,1112573,558625,4,412012,6,395500,7,312417,9,242352,11,308,24,86,2065442,2062838,2604,2065442,,311881742,311488538,310011838,151,151,37.2,469.6,80.1
21766_5#378,"Scaffold: Velvet + Improvement",6239255,28,222830.54,1741274,417317,4,414178,5,394672,7,312442,8,228529,11,308,28,95,2228552,2225519,3033,2228552,,336511352,336053369,334361436,151,151,37.1,478.4,80.4
21766_5#379,"Scaffold: Velvet + Improvement",6237364,29,215081.52,1111172,558914,5,414100,6,412005,7,311178,9,258490,11,308,29,1,2040700,2038232,2468,2040700,,308145700,307773032,306333700,151,151,37.2,472.9,76.4
21766_5#380,"Scaffold: Velvet + Improvement",6237564,33,189017.09,1111475,417283,5,411734,6,312489,8,275409,10,161361,13,308,33,261,2023836,1950931,72905,1885548,65383,305599236,294590581,294415262,151,151,37.0,482.6,80.9
21766_6#1,"Scaffold: Velvet + Improvement",6279695,27,232581.30,1140663,699755,4,511325,5,470831,6,243007,8,158268,11,329,27,1,2014126,2011374,2752,2014126,,304133026,303717474,302467557,151,151,37.3,468.0,74.1
21766_6#2,"Scaffold: Velvet + Improvement",6282868,35,179510.51,1138046,700159,4,510979,5,396850,7,261850,9,201252,11,308,35,99,2054532,2051627,2905,2054532,,310234332,309795677,308394980,151,151,37.2,473.4,76.8
